DB_r18,0.21061733249546022,0.20337074024732724,0.20444918418115424
DB_r50,0.632466945537301,0.6294409360072409,0.6830929268238156
DBPP_r50,0.7392460856326791,0.7521085230879081,0.7769402515056522
MaskRCNN_IC15,0.8615777603415555,0.8471518486969231,0.8998829301937606
MaskRCNN_IC17,0.8717368896617446,0.8720211723978205,0.9501223462496617
PANet_IC15,0.17473434108172275,0.17881101231242336,0.22457579956498258
PS_IC15,1.4584245191988094,1.439032103664191,1.4871799049451369
DRRG,0.4343920271526011,0.44578958204550334,0.4745834881021071
FCE_IC15,0.9129864042119462,0.9012484855430071,0.9227331100508224
FCE_CTW_DCNv2,0.3210679200268531,0.32818177504132884,0.3386218483133834
MaskRCNN_CTW,0.6421679785085279,0.6381943373717078,0.6593641560207042
PANet_CTW,0.14462877798450086,0.15331798560859622,0.1673619728679805
TextSnake,0.6370111260303232,0.6450330527253854,0.669138474057811
